Bundling 6%
Bundling 17%
Bundling 64%
Bundling 70%
Bundling 75%
Bundling 80%
Bundling 85%
Bundling 91%
Bundling 98%
Bundling 100%
Getting composition
Composition          Explainer
Codec                h264
Output               ../projects/import-china-india-te/renders/ch13.mp4
Concurrency          8x
Rendered 0/4051
Rendered 1/4051, time remaining: 48m 44s
Rendered 2906/4399, time remaining: 52s
Rendered 2907/4399, time remaining: 53s
Rendered 2908/4399, time remaining: 53s
Rendered 2909/4399, time remaining: 53s
Rendered 2910/4399, time remaining: 53s
Rendered 2911/4399, time remaining: 52s
Rendered 2912/4399, time remaining: 52s
Rendered 2913/4399, time remaining: 51s
Rendered 2914/4399, time remaining: 51s
Rendered 2915/4399, time remaining: 53s
Rendered 2916/4399, time remaining: 53s
Rendered 2917/4399, time remaining: 53s
Rendered 2918/4399, time remaining: 52s
Rendered 2919/4399, time remaining: 52s
Rendered 2920/4399, time remaining: 51s
Rendered 2921/4399, time remaining: 51s
Rendered 2922/4399, time remaining: 51s
Rendered 2923/4399, time remaining: 53s
Rendered 2924/4399, time remaining: 53s
Rendered 2925/4399, time remaining: 52s
Rendered 2926/4399, time remaining: 52s
Rendered 2927/4399, time remaining: 52s
Rendered 2928/4399, time remaining: 52s
Rendered 2929/4399, time remaining: 51s
Rendered 2930/4399, time remaining: 51s
Rendered 2931/4399, time remaining: 52s
Rendered 2932/4399, time remaining: 52s
Rendered 2933/4399, time remaining: 51s
Rendered 2934/4399, time remaining: 52s
Rendered 2935/4399, time remaining: 52s
Rendered 2936/4399, time remaining: 51s
Rendered 2937/4399, time remaining: 51s
Rendered 2938/4399, time remaining: 51s
Rendered 2939/4399, time remaining: 51s
Rendered 2940/4399, time remaining: 52s
Rendered 2941/4399, time remaining: 51s
Rendered 2942/4399, time remaining: 51s
Rendered 2943/4399, time remaining: 52s
Rendered 2944/4399, time remaining: 51s
Rendered 2945/4399, time remaining: 51s
Rendered 2946/4399, time remaining: 51s
Rendered 2947/4399, time remaining: 51s
Rendered 2948/4399, time remaining: 51s
Rendered 2949/4399, time remaining: 52s
Rendered 2950/4399, time remaining: 52s
Rendered 2951/4399, time remaining: 52s
Rendered 2952/4399, time remaining: 51s
Rendered 2953/4399, time remaining: 51s
Rendered 2954/4399, time remaining: 51s
Rendered 2955/4399, time remaining: 51s
Rendered 2956/4399, time remaining: 51s
Rendered 2957/4399, time remaining: 51s
Rendered 2958/4399, time remaining: 51s
Rendered 2959/4399, time remaining: 51s
Rendered 2960/4399, time remaining: 51s
Rendered 2961/4399, time remaining: 51s
Rendered 2962/4399, time remaining: 51s
Rendered 2963/4399, time remaining: 50s
Rendered 2964/4399, time remaining: 51s
Rendered 2965/4399, time remaining: 51s
Rendered 2966/4399, time remaining: 51s
Rendered 2967/4399, time remaining: 50s
Rendered 2968/4399, time remaining: 50s
Rendered 2969/4399, time remaining: 51s
Rendered 2970/4399, time remaining: 52s
Rendered 2971/4399, time remaining: 51s
Rendered 2972/4399, time remaining: 51s
Rendered 2973/4399, time remaining: 51s
Rendered 2974/4399, time remaining: 50s
Rendered 2975/4399, time remaining: 50s
Rendered 2976/4399, time remaining: 51s
Rendered 2977/4399, time remaining: 51s
Rendered 2978/4399, time remaining: 51s
Rendered 2979/4399, time remaining: 51s
Rendered 2980/4399, time remaining: 51s
Rendered 2981/4399, time remaining: 50s
Rendered 2982/4399, time remaining: 50s
Rendered 2983/4399, time remaining: 51s
Rendered 2984/4399, time remaining: 51s
Rendered 2985/4399, time remaining: 51s
Rendered 2986/4399, time remaining: 50s
Rendered 2987/4399, time remaining: 50s
Rendered 2988/4399, time remaining: 50s
Rendered 2989/4399, time remaining: 50s
Rendered 2990/4399, time remaining: 51s
Rendered 2991/4399, time remaining: 51s
Rendered 2992/4399, time remaining: 51s
Rendered 2993/4399, time remaining: 51s
Rendered 2994/4399, time remaining: 50s
Rendered 2995/4399, time remaining: 50s
Rendered 2996/4399, time remaining: 49s
Rendered 2997/4399, time remaining: 50s
Rendered 2998/4399, time remaining: 51s
Rendered 2999/4399, time remaining: 49s
Rendered 3000/4399, time remaining: 50s
Rendered 3001/4399, time remaining: 50s
Rendered 3002/4399, time remaining: 50s
Rendered 3003/4399, time remaining: 50s
Rendered 3004/4399, time remaining: 51s
Rendered 3005/4399, time remaining: 51s
Rendered 3006/4399, time remaining: 51s
Rendered 3007/4399, time remaining: 49s
Rendered 3008/4399, time remaining: 50s
Rendered 3009/4399, time remaining: 50s
Rendered 3010/4399, time remaining: 50s
Rendered 3011/4399, time remaining: 50s
Rendered 3012/4399, time remaining: 50s
Rendered 3013/4399, time remaining: 50s
Rendered 3014/4399, time remaining: 49s
Rendered 3015/4399, time remaining: 49s
Rendered 3016/4399, time remaining: 49s
Rendered 3017/4399, time remaining: 50s
Rendered 3018/4399, time remaining: 50s
Rendered 3019/4399, time remaining: 49s
Rendered 3020/4399, time remaining: 50s
Rendered 3021/4399, time remaining: 50s
Rendered 3022/4399, time remaining: 50s
Rendered 3023/4399, time remaining: 50s
Rendered 3024/4399, time remaining: 50s
Rendered 3025/4399, time remaining: 50s
Rendered 3026/4399, time remaining: 49s
Rendered 3027/4399, time remaining: 49s
Rendered 3028/4399, time remaining: 49s
Rendered 3029/4399, time remaining: 49s
Rendered 3030/4399, time remaining: 50s
Rendered 3031/4399, time remaining: 50s
Rendered 3032/4399, time remaining: 50s
Rendered 3033/4399, time remaining: 50s
Rendered 3034/4399, time remaining: 50s
Rendered 3035/4399, time remaining: 49s
Rendered 3036/4399, time remaining: 49s
Rendered 3037/4399, time remaining: 49s
Rendered 3038/4399, time remaining: 49s
Rendered 3039/4399, time remaining: 50s
Rendered 3040/4399, time remaining: 49s
Rendered 3041/4399, time remaining: 49s
Rendered 3042/4399, time remaining: 49s
Rendered 3043/4399, time remaining: 48s
Rendered 3044/4399, time remaining: 49s
Rendered 3045/4399, time remaining: 49s
Rendered 3046/4399, time remaining: 49s
Rendered 3047/4399, time remaining: 48s
Rendered 3048/4399, time remaining: 49s
Rendered 3049/4399, time remaining: 49s
Rendered 3050/4399, time remaining: 49s
Rendered 3051/4399, time remaining: 48s
Rendered 3052/4399, time remaining: 49s
Rendered 3053/4399, time remaining: 49s
Rendered 3054/4399, time remaining: 49s
Rendered 3055/4399, time remaining: 49s
Rendered 3056/4399, time remaining: 50s
Rendered 3057/4399, time remaining: 48s
Rendered 3058/4399, time remaining: 48s
Rendered 3059/4399, time remaining: 49s
Rendered 3060/4399, time remaining: 49s
Rendered 3061/4399, time remaining: 49s
Rendered 3062/4399, time remaining: 48s
Rendered 3063/4399, time remaining: 48s
Rendered 3064/4399, time remaining: 49s
Rendered 3065/4399, time remaining: 48s
Rendered 3066/4399, time remaining: 47s
Rendered 3067/4399, time remaining: 48s
Rendered 3068/4399, time remaining: 48s
Rendered 3069/4399, time remaining: 48s
Rendered 3070/4399, time remaining: 48s
Rendered 3071/4399, time remaining: 48s
Rendered 3072/4399, time remaining: 49s
Rendered 3073/4399, time remaining: 47s
Rendered 3074/4399, time remaining: 47s
Rendered 3075/4399, time remaining: 47s
Rendered 3076/4399, time remaining: 48s
Rendered 3077/4399, time remaining: 48s
Rendered 3078/4399, time remaining: 47s
Rendered 3079/4399, time remaining: 48s
Rendered 3080/4399, time remaining: 49s
Rendered 3081/4399, time remaining: 47s
Rendered 3082/4399, time remaining: 47s
Rendered 3083/4399, time remaining: 48s
Rendered 3084/4399, time remaining: 47s
Rendered 3085/4399, time remaining: 47s
Rendered 3086/4399, time remaining: 47s
Rendered 3087/4399, time remaining: 47s
Rendered 3088/4399, time remaining: 48s
Rendered 3089/4399, time remaining: 48s
Rendered 3090/4399, time remaining: 47s
Rendered 3091/4399, time remaining: 47s
Rendered 3092/4399, time remaining: 48s
Rendered 3093/4399, time remaining: 47s
Rendered 3094/4399, time remaining: 46s
Rendered 3095/4399, time remaining: 47s
Rendered 3096/4399, time remaining: 47s
Rendered 3097/4399, time remaining: 47s
Rendered 3098/4399, time remaining: 47s
Rendered 3099/4399, time remaining: 46s
Rendered 3100/4399, time remaining: 47s
Rendered 3101/4399, time remaining: 47s
Rendered 3102/4399, time remaining: 47s
Rendered 3103/4399, time remaining: 46s
Rendered 3104/4399, time remaining: 47s
Rendered 3105/4399, time remaining: 47s
Rendered 3106/4399, time remaining: 47s
Rendered 3107/4399, time remaining: 47s
Rendered 3108/4399, time remaining: 47s
Rendered 3109/4399, time remaining: 47s
Rendered 3110/4399, time remaining: 47s
Rendered 3111/4399, time remaining: 47s
Rendered 3112/4399, time remaining: 47s
Rendered 3113/4399, time remaining: 46s
Rendered 3114/4399, time remaining: 46s
Rendered 3115/4399, time remaining: 47s
Rendered 3116/4399, time remaining: 47s
Rendered 3117/4399, time remaining: 47s
Rendered 3118/4399, time remaining: 46s
Rendered 3119/4399, time remaining: 46s
Rendered 3120/4399, time remaining: 46s
Rendered 3121/4399, time remaining: 46s
Rendered 3122/4399, time remaining: 46s
Rendered 3123/4399, time remaining: 46s
Rendered 3124/4399, time remaining: 47s
Rendered 3125/4399, time remaining: 47s
Rendered 3126/4399, time remaining: 45s
Rendered 3127/4399, time remaining: 45s
Rendered 3128/4399, time remaining: 45s
Rendered 3129/4399, time remaining: 45s
Rendered 3130/4399, time remaining: 45s
Rendered 3131/4399, time remaining: 45s
Rendered 3132/4399, time remaining: 46s
Rendered 3133/4399, time remaining: 46s
Rendered 3134/4399, time remaining: 45s
Rendered 3135/4399, time remaining: 45s
Rendered 3136/4399, time remaining: 45s
Rendered 3137/4399, time remaining: 45s
Rendered 3138/4399, time remaining: 45s
Rendered 3139/4399, time remaining: 45s
Rendered 3140/4399, time remaining: 45s
Rendered 3141/4399, time remaining: 46s
Rendered 3142/4399, time remaining: 45s
Rendered 3143/4399, time remaining: 45s
Rendered 3144/4399, time remaining: 45s
Rendered 3145/4399, time remaining: 45s
Rendered 3146/4399, time remaining: 46s
Rendered 3147/4399, time remaining: 46s
Rendered 3148/4399, time remaining: 45s
Rendered 3149/4399, time remaining: 45s
Rendered 3150/4399, time remaining: 44s
Rendered 3151/4399, time remaining: 44s
Rendered 3152/4399, time remaining: 44s
Rendered 3153/4399, time remaining: 45s
Rendered 3154/4399, time remaining: 45s
Rendered 3155/4399, time remaining: 45s
Rendered 3156/4399, time remaining: 45s
Rendered 3157/4399, time remaining: 45s
Rendered 3158/4399, time remaining: 45s
Rendered 3159/4399, time remaining: 45s
Rendered 3160/4399, time remaining: 44s
Rendered 3161/4399, time remaining: 45s
Rendered 3162/4399, time remaining: 45s
Rendered 3163/4399, time remaining: 45s
Rendered 3164/4399, time remaining: 45s
Rendered 3165/4399, time remaining: 45s
Rendered 3166/4399, time remaining: 45s
Rendered 3167/4399, time remaining: 44s
Rendered 3168/4399, time remaining: 44s
Rendered 3169/4399, time remaining: 44s
Rendered 3170/4399, time remaining: 44s
Rendered 3171/4399, time remaining: 44s
Rendered 3172/4399, time remaining: 44s
Rendered 3173/4399, time remaining: 44s
Rendered 3174/4399, time remaining: 44s
Rendered 3175/4399, time remaining: 44s
Rendered 3176/4399, time remaining: 44s
Rendered 3177/4399, time remaining: 44s
Rendered 3178/4399, time remaining: 43s
Rendered 3179/4399, time remaining: 43s
Rendered 3180/4399, time remaining: 43s
Rendered 3181/4399, time remaining: 43s
Rendered 3182/4399, time remaining: 44s
Rendered 3183/4399, time remaining: 44s
Rendered 3184/4399, time remaining: 44s
Rendered 3185/4399, time remaining: 44s
Rendered 3186/4399, time remaining: 44s
Rendered 3187/4399, time remaining: 43s
Rendered 3188/4399, time remaining: 44s
Rendered 3189/4399, time remaining: 43s
Rendered 3190/4399, time remaining: 43s
Rendered 3191/4399, time remaining: 44s
Rendered 3192/4399, time remaining: 43s
Rendered 3193/4399, time remaining: 43s
Rendered 3194/4399, time remaining: 43s
Rendered 3195/4399, time remaining: 43s
Rendered 3196/4399, time remaining: 43s
Rendered 3197/4399, time remaining: 44s
Rendered 3198/4399, time remaining: 43s
Rendered 3199/4399, time remaining: 43s
Rendered 3200/4399, time remaining: 42s
Rendered 3201/4399, time remaining: 42s
Rendered 3202/4399, time remaining: 41s
Rendered 3203/4399, time remaining: 43s
Rendered 3204/4399, time remaining: 43s
Rendered 3205/4399, time remaining: 43s
Rendered 3206/4399, time remaining: 42s
Rendered 3207/4399, time remaining: 42s
Rendered 3208/4399, time remaining: 42s
Rendered 3209/4399, time remaining: 42s
Rendered 3210/4399, time remaining: 42s
Rendered 3211/4399, time remaining: 43s
Rendered 3212/4399, time remaining: 43s
Rendered 3213/4399, time remaining: 43s
Rendered 3214/4399, time remaining: 42s
Rendered 3215/4399, time remaining: 42s
Rendered 3216/4399, time remaining: 43s
Rendered 3217/4399, time remaining: 42s
Rendered 3218/4399, time remaining: 42s
Rendered 3219/4399, time remaining: 43s
Rendered 3220/4399, time remaining: 42s
Rendered 3221/4399, time remaining: 42s
Rendered 3222/4399, time remaining: 41s
Rendered 3223/4399, time remaining: 41s
Rendered 3224/4399, time remaining: 42s
Rendered 3225/4399, time remaining: 42s
Rendered 3226/4399, time remaining: 42s
Rendered 3227/4399, time remaining: 42s
Rendered 3228/4399, time remaining: 42s
Rendered 3229/4399, time remaining: 42s
Rendered 3230/4399, time remaining: 41s
Rendered 3231/4399, time remaining: 41s
Rendered 3232/4399, time remaining: 41s
Rendered 3233/4399, time remaining: 41s
Rendered 3234/4399, time remaining: 42s
Rendered 3235/4399, time remaining: 42s
Rendered 3236/4399, time remaining: 42s
Rendered 3237/4399, time remaining: 42s
Rendered 3238/4399, time remaining: 41s
Rendered 3239/4399, time remaining: 41s
Rendered 3240/4399, time remaining: 41s
Rendered 3241/4399, time remaining: 41s
Rendered 3242/4399, time remaining: 40s
Rendered 3243/4399, time remaining: 41s
Rendered 3244/4399, time remaining: 41s
Rendered 3245/4399, time remaining: 41s
Rendered 3246/4399, time remaining: 41s
Rendered 3247/4399, time remaining: 42s
Rendered 3248/4399, time remaining: 42s
Rendered 3249/4399, time remaining: 42s
Rendered 3250/4399, time remaining: 40s
Rendered 3251/4399, time remaining: 40s
Rendered 3252/4399, time remaining: 41s
Rendered 3253/4399, time remaining: 41s
Rendered 3254/4399, time remaining: 39s
Rendered 3255/4399, time remaining: 41s
Rendered 3256/4399, time remaining: 41s
Rendered 3257/4399, time remaining: 41s
Rendered 3258/4399, time remaining: 41s
Rendered 3259/4399, time remaining: 40s
Rendered 3260/4399, time remaining: 40s
Rendered 3261/4399, time remaining: 40s
Rendered 3262/4399, time remaining: 40s
Rendered 3263/4399, time remaining: 41s
Rendered 3264/4399, time remaining: 41s
Rendered 3265/4399, time remaining: 40s
Rendered 3266/4399, time remaining: 40s
Rendered 3267/4399, time remaining: 40s
Rendered 3268/4399, time remaining: 40s
Rendered 3269/4399, time remaining: 40s
Rendered 3270/4399, time remaining: 40s
Rendered 3271/4399, time remaining: 40s
Rendered 3272/4399, time remaining: 40s
Rendered 3273/4399, time remaining: 40s
Rendered 3274/4399, time remaining: 39s
Rendered 3275/4399, time remaining: 39s
Rendered 3276/4399, time remaining: 39s
Rendered 3277/4399, time remaining: 40s
Rendered 3278/4399, time remaining: 40s
Rendered 3279/4399, time remaining: 40s
Rendered 3280/4399, time remaining: 40s
Rendered 3281/4399, time remaining: 40s
Rendered 3282/4399, time remaining: 39s
Rendered 3283/4399, time remaining: 39s
Rendered 3284/4399, time remaining: 39s
Rendered 3285/4399, time remaining: 40s
Rendered 3286/4399, time remaining: 40s
Rendered 3287/4399, time remaining: 40s
Rendered 3288/4399, time remaining: 40s
Rendered 3289/4399, time remaining: 40s
Rendered 3290/4399, time remaining: 39s
Rendered 3291/4399, time remaining: 38s
Rendered 3292/4399, time remaining: 39s
Rendered 3293/4399, time remaining: 39s
Rendered 3294/4399, time remaining: 39s
Rendered 3295/4399, time remaining: 40s
Rendered 3296/4399, time remaining: 39s
Rendered 3297/4399, time remaining: 39s
Rendered 3298/4399, time remaining: 39s
Rendered 3299/4399, time remaining: 39s
Rendered 3300/4399, time remaining: 39s
Rendered 3301/4399, time remaining: 39s
Rendered 3302/4399, time remaining: 39s
Rendered 3303/4399, time remaining: 39s
Rendered 3304/4399, time remaining: 38s
Rendered 3305/4399, time remaining: 38s
Rendered 3306/4399, time remaining: 38s
Rendered 3307/4399, time remaining: 38s
Rendered 3308/4399, time remaining: 38s
Rendered 3309/4399, time remaining: 38s
Rendered 3310/4399, time remaining: 38s
Rendered 3311/4399, time remaining: 38s
Rendered 3312/4399, time remaining: 38s
Rendered 3313/4399, time remaining: 38s
Rendered 3314/4399, time remaining: 37s
Rendered 3315/4399, time remaining: 38s
Rendered 3316/4399, time remaining: 38s
Rendered 3317/4399, time remaining: 38s
Rendered 3318/4399, time remaining: 38s
Rendered 3319/4399, time remaining: 38s
Rendered 3320/4399, time remaining: 38s
Rendered 3321/4399, time remaining: 37s
Rendered 3322/4399, time remaining: 37s
Rendered 3323/4399, time remaining: 37s
Rendered 3324/4399, time remaining: 37s
Rendered 3325/4399, time remaining: 36s
Rendered 3326/4399, time remaining: 36s
Rendered 3327/4399, time remaining: 36s
Rendered 3328/4399, time remaining: 36s
Rendered 3329/4399, time remaining: 36s
Rendered 3330/4399, time remaining: 36s
Rendered 3331/4399, time remaining: 36s
Rendered 3332/4399, time remaining: 35s
Rendered 3333/4399, time remaining: 35s
Rendered 3334/4399, time remaining: 35s
Rendered 3335/4399, time remaining: 34s
Rendered 3336/4399, time remaining: 35s
Rendered 3337/4399, time remaining: 34s
Rendered 3338/4399, time remaining: 34s
Rendered 3339/4399, time remaining: 34s
Rendered 3340/4399, time remaining: 34s
Rendered 3341/4399, time remaining: 33s
Rendered 3342/4399, time remaining: 33s
Rendered 3343/4399, time remaining: 35s
Rendered 3344/4399, time remaining: 34s
Rendered 3345/4399, time remaining: 34s
Rendered 3346/4399, time remaining: 34s
Rendered 3347/4399, time remaining: 33s
Rendered 3348/4399, time remaining: 33s
Rendered 3349/4399, time remaining: 34s
Rendered 3350/4399, time remaining: 34s
Rendered 3351/4399, time remaining: 34s
Rendered 3352/4399, time remaining: 34s
Rendered 3353/4399, time remaining: 33s
Rendered 3354/4399, time remaining: 33s
Rendered 3355/4399, time remaining: 33s
Rendered 3356/4399, time remaining: 33s
Rendered 3357/4399, time remaining: 33s
Rendered 3358/4399, time remaining: 34s
Rendered 3359/4399, time remaining: 34s
Rendered 3360/4399, time remaining: 34s
Rendered 3361/4399, time remaining: 33s
Rendered 3362/4399, time remaining: 32s
Rendered 3363/4399, time remaining: 33s
Rendered 3364/4399, time remaining: 33s
Rendered 3365/4399, time remaining: 33s
Rendered 3366/4399, time remaining: 33s
Rendered 3367/4399, time remaining: 34s
Rendered 3368/4399, time remaining: 34s
Rendered 3369/4399, time remaining: 33s
Rendered 3370/4399, time remaining: 33s
Rendered 3371/4399, time remaining: 33s
Rendered 3372/4399, time remaining: 33s
Rendered 3373/4399, time remaining: 33s
Rendered 3374/4399, time remaining: 33s
Rendered 3375/4399, time remaining: 33s
Rendered 3376/4399, time remaining: 33s
Rendered 3377/4399, time remaining: 33s
